Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
BMW,5-Series 530d M Sport [2013-2017],6087562,2010,27600,Diesel,Manual,Hyderabad,Yellow,Third,Dealer,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0
Hyundai,i20 Asta 1.2,236552,2007,115000,Petrol,Manual,Coimbatore,Grey,Third,Individual,1197 cc,80@5200,112@4000,,3940.0,1710.0,1505.0,5.0,45.0
Nissan,Magnite XL,590455,2011,28000,Petrol,Manual,Zirakpur,Brown,Third,Dealer,999 cc,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD,3994.0,1758.0,1572.0,5.0,40.0
Tata,Nexon XM Diesel,715566,2023,65000,Diesel,Automatic,Amritsar,Yellow,First,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0
Audi,A6 35 TDI Matrix,2461693,2005,100000,Diesel,Manual,Jaipur,Yellow,Third,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933.0,1874.0,1455.0,5.0,75.0
Hyundai,Elite i20 Sportz 1.2 (O),686589,2023,9000,Petrol,Manual,Mumbai,White,Second,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Maruti Suzuki,Swift DZire VDI,525021,2015,35000,Diesel,Manual,Patna,White,Second,Dealer,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,Wagon R LXI ABS,458098,2010,18000,Petrol,Manual,Delhi,Blue,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
Hyundai,Creta 1.6 SX Plus Petrol,1101688,2007,36313,Petrol,Manual,Mumbai,White,Second,Corporate,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Hyundai,Verna Fluidic 1.6 VTVT SX,525035,2022,36623,Petrol,Automatic,Zirakpur,Yellow,Second,Dealer,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Audi,Q3 35 TDI quattro Premium Plus,2776553,2004,35000,Diesel,Manual,Pune,Black,Second,Dealer,1968 cc,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Mercedes-Benz,A-Class Sedan 200d,3822100,2015,5600,Diesel,Automatic,Delhi,Red,First,Dealer,1950 cc,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,FWD,4549.0,1796.0,1446.0,5.0,43.0
Hyundai,Tucson GLS 2WD AT Petrol,1667824,2014,46000,Petrol,Automatic,Delhi,Grey,Second,Individual,1999 cc,153 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4475.0,1850.0,1660.0,5.0,62.0
Renault,Kwid RXL [2015-2019],331693,2011,34800,Petrol,Manual,Jamshedpur,Brown,Third,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Maruti Suzuki,Ciaz VXi (O),523772,2009,38000,Petrol,Manual,Mumbai,Silver,First,Dealer,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Mercedes-Benz,E-Class E 220 d Avantgarde,5530312,2007,10000,Diesel,Automatic,Chennai,Red,First,Corporate,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Land Rover,Discovery Sport HSE 7-Seater,3902768,2019,36000,Diesel,Manual,Raipur,Silver,First,Corporate,2179 cc,148 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,65.0
Mercedes-Benz,E-Class E 200 Avantgarde,1302025,2008,71000,Petrol,Manual,Dehradun,White,First,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
BMW,3-Series 330i M Sport Edition,5870788,2016,19000,Petrol,Automatic,Chennai,Brown,First,Dealer,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,4633.0,1811.0,1429.0,5.0,57.0
Mahindra,Scorpio S5,1474203,2013,12000,Diesel,Manual,Delhi,Brown,Second,Corporate,2179 cc,137 bhp @ 3750 rpm,319 Nm @ 1500 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0
Kia,Seltos HTK Plus 1.5 [2019-2020],1382152,2020,14000,Petrol,Automatic,Delhi,Green,Second,Individual,1497 cc,114 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0
Tata,Tiago Revotron XTA [2017-2019],555265,2001,12000,Petrol,Manual,Mumbai,Brown,Third,Corporate,1199 cc,84 bhp @ 6000 rpm,114 Nm @ 3500 rpm,FWD,3746.0,1647.0,1535.0,5.0,35.0
Hyundai,Creta E Plus 1.6 Petrol,966202,2001,34841,Petrol,Automatic,Hyderabad,Silver,First,Corporate,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Honda,Amaze 1.2 SX i-VTEC,414803,2010,63882,Petrol,Automatic,Mumbai,Green,Third,Individual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3990.0,1680.0,1505.0,5.0,35.0
Audi,Q3 2.0 TDI quattro Premium,1375897,2006,69500,Diesel,Manual,Ahmedabad,Silver,Third,Corporate,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Chevrolet,Cruze LTZ AT,454439,2022,73265,Diesel,Manual,Delhi,Yellow,Second,Dealer,1998 cc,164 bhp @ 3800 rpm,380 Nm @ 2000 rpm,FWD,4597.0,1788.0,1477.0,5.0,60.0
Hyundai,i20 Magna 1.2,250569,2023,75431,Petrol,Automatic,Mumbai,Blue,First,Corporate,,,,,,,,,
Volkswagen,Polo Highline Plus 1.0L TSI,976930,2023,20124,Petrol,Manual,Bangalore,Black,Second,Corporate,999 cc,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,3971.0,1682.0,1469.0,5.0,45.0
Maruti Suzuki,Baleno Zeta 1.2,673377,2011,51145,Petrol,Automatic,Nagpur,Silver,Second,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Mahindra,XUV700 AX 7 Petrol AT Luxury Pack 7 STR,2989495,2020,75,Petrol,Manual,Delhi,Silver,Second,Corporate,1997 cc,197 bhp @ 5000 rpm,380 Nm @ 1750 rpm,FWD,4695.0,1890.0,1755.0,7.0,60.0
Mahindra,Scorpio S11 4WD 7 STR,1508242,2004,68000,Diesel,Manual,Ludhiana,Yellow,Second,Dealer,2179 cc,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,AWD,4456.0,1820.0,1995.0,7.0,60.0
Land Rover,Discovery Sport HSE Luxury,3120710,2015,55000,Diesel,Manual,Pune,Blue,Third,Dealer,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600.0,2069.0,1690.0,7.0,65.0
Maruti Suzuki,Ertiga LXI,778796,2023,9000,Petrol,Manual,Delhi,White,First,Corporate,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,Ertiga ZDI + SHVS,835797,2008,72000,Diesel,Manual,Lucknow,White,First,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
Ford,Ecosport Titanium 1.5L Ti-VCT,651626,2001,48422,Petrol,Automatic,Kolkata,Brown,Third,Corporate,1497 cc,121 bhp @ 6500 rpm,150 Nm @ 4500 rpm,FWD,3998.0,1765.0,1647.0,5.0,52.0
Volvo,XC60 Inscription,1933722,2007,79000,Diesel,Manual,Ahmedabad,Brown,Second,Corporate,2400 cc,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD,4644.0,1891.0,1713.0,5.0,70.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],488031,2018,61223,Petrol,Manual,Kanpur,Silver,Third,Corporate,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Hyundai,Creta SX 1.6 AT CRDi,1298652,2016,27657,Diesel,Manual,Kolkata,Black,Third,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,485759,2011,88000,Diesel,Automatic,Pune,Blue,First,Corporate,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0
Land Rover,Evoque SE R-Dynamic,6021366,2009,35000,Diesel,Automatic,Delhi,Black,First,Corporate,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4371.0,1996.0,1649.0,5.0,66.5
Maruti Suzuki,Celerio ZXi AMT,589146,2014,44300,Petrol,Automatic,Dharwad,Silver,Second,Corporate,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0
Maruti Suzuki,Ciaz Zeta 1.4 AT,702449,2011,31000,Petrol,Automatic,Mumbai,White,Second,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],526093,2005,41441,Petrol,Manual,Bangalore,Blue,First,Corporate,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0
Maruti Suzuki,Wagon R LXi LPG,225011,2004,35000,LPG,Automatic,Varanasi,Blue,Third,Corporate,998 cc,46 bhp @ 6200 rpm,85 Nm @ 3500 rpm,FWD,3595.0,1475.0,1700.0,5.0,28.0
Honda,City V Diesel,638794,2003,70000,Diesel,Automatic,Kanpur,Silver,Second,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,Ciaz Alpha 1.4 MT,844386,2010,13066,Petrol,Manual,Bangalore,Brown,First,Corporate,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
BMW,5-Series 520d Luxury Line [2017-2019],3374597,2009,38000,Diesel,Automatic,Coimbatore,Blue,Second,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
Ford,Ecosport Titanium+ 1.5L TDCi,759078,2019,82000,Diesel,Automatic,Jaipur,Green,First,Dealer,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
Hyundai,Santro Sportz AMT [2018-2020],450505,2020,34400,Petrol,Automatic,Ranchi,Silver,Second,Dealer,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,3610.0,1645.0,1560.0,5.0,35.0
BMW,5-Series 520d Luxury Line [2017-2019],2693480,2007,51800,Diesel,Automatic,Navi Mumbai,Yellow,Third,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
Audi,Q7 45 TDI Technology Pack,6294532,2006,47000,Diesel,Manual,Delhi,Yellow,Third,Corporate,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052.0,1968.0,1740.0,7.0,75.0
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],571469,2005,29000,Petrol,Automatic,Mumbai,Yellow,Second,Corporate,1197 cc,79 bhp @ 6000 rpm,112 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Hyundai,i20 Magna 1.2,381390,2005,79287,Petrol,Manual,Kanpur,Black,Third,Dealer,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0
Maruti Suzuki,S-Cross Alpha 1.6,653565,2023,72000,Diesel,Manual,Lucknow,Blue,Second,Dealer,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300.0,1765.0,1590.0,5.0,48.0
BMW,X5 xDrive 30d M Sport,2957401,2006,86999,Diesel,Manual,Mohali,Green,First,Corporate,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,
Hyundai,Creta SX Plus 1.6  Petrol,976482,2022,29401,Petrol,Automatic,Mumbai,Blue,Third,Corporate,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Hyundai,Creta 1.6 SX Plus AT Petrol,1095600,2023,50050,Petrol,Manual,Delhi,Brown,Third,Corporate,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Audi,Q3 2.0 TDI quattro Premium,1416534,2021,72000,Diesel,Automatic,Hyderabad,Red,Third,Corporate,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
BMW,X5 xDrive 30d M Sport,5893676,2017,83985,Diesel,Manual,Pune,Silver,First,Corporate,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,
Land Rover,Discovery Sport HSE Luxury,3269638,2017,78000,Diesel,Manual,Pune,Grey,Third,Dealer,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600.0,2069.0,1690.0,7.0,65.0
Mercedes-Benz,GLA 200 Sport,2071470,2011,43200,Petrol,Automatic,Pune,Red,First,Dealer,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0
Toyota,Innova 2.5 G 7 STR BS-IV,725568,2000,126000,Diesel,Manual,Delhi,White,First,Individual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,RWD,4585.0,1760.0,1760.0,7.0,55.0
Mercedes-Benz,C-Class 220 CDI AT,5511181,2023,12500,Diesel,Manual,Hyderabad,Yellow,Third,Dealer,2148 cc,170@3700,410@2000,RWD,4596.0,1770.0,1447.0,5.0,66.0
BMW,X5 xDrive 30d,4940442,2003,75000,Diesel,Automatic,Delhi,Red,Second,Corporate,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,7.0,
Hyundai,Elite i20 Sportz 1.2 (O),589070,2004,51349,Petrol,Manual,Nagpur,Red,Second,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
BMW,X5 xDrive 30d,4686250,2001,75000,Diesel,Manual,Delhi,Grey,Second,Dealer,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,7.0,
Ford,Ecosport Titanium+ 1.0L EcoBoost,528179,2022,28000,Petrol,Automatic,Mumbai,White,Third,Individual,999 cc,124 bhp @ 6000 rpm,170 Nm @ 1400 rpm,FWD,3999.0,1765.0,1708.0,5.0,52.0
Skoda,Octavia 1.8 TSI Ambition Plus AT,1658849,2016,28600,Petrol,Manual,Mumbai,Black,Third,Dealer,1798 cc,177 bhp @ 4500 rpm,250 Nm @ 1250 rpm,FWD,4659.0,1814.0,1476.0,5.0,50.0
Porsche,Cayenne 3.2 V6 Petrol,3447925,2002,43000,Petrol,Manual,Mumbai,White,Third,Individual,,,,,,,,,
BMW,3-Series 320d Luxury Line,2590048,2000,68189,Diesel,Manual,Jaipur,Green,Second,Dealer,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633.0,1811.0,1429.0,5.0,57.0
Land Rover,Range Rover Sport SDV6 HSE,5112617,2017,80000,Diesel,Manual,Delhi,Yellow,Third,Corporate,2993 cc,289 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,4879.0,2073.0,1780.0,5.0,77.0
Tata,Hexa XTA 4x2 7 STR,1103862,2001,95785,Diesel,Manual,Hyderabad,Black,First,Dealer,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788.0,1903.0,1791.0,7.0,60.0
Maruti Suzuki,Wagon R LXI ABS,402128,2014,18000,Petrol,Automatic,Delhi,Silver,Second,Dealer,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
Maruti Suzuki,DZire VDi,728119,2002,66000,Diesel,Manual,Pune,Yellow,First,Dealer,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0
Skoda,Superb Sportline AT,3407691,2022,13092,Petrol,Manual,Mumbai,Grey,Second,Dealer,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4869.0,1864.0,1469.0,5.0,66.0
Datsun,Redigo T(O) 1.0,410251,2001,7520,Petrol,Manual,Bangalore,Red,First,Dealer,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3429.0,1560.0,1541.0,5.0,28.0
Maruti Suzuki,Alto 800 Lx CNG,323769,2005,45000,CNG,Automatic,Pune,Grey,First,Individual,796 cc,48 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
BMW,6-Series GT 630d Luxury Line [2018-2019],4802816,2000,79000,Diesel,Automatic,Pune,Yellow,Third,Dealer,2993 cc,265 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,5091.0,1902.0,1538.0,5.0,68.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],399983,2005,55000,Petrol,Automatic,Delhi,Blue,First,Dealer,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Skoda,Rapid Ambition 1.6 TDI CR MT,726316,2023,117048,Diesel,Automatic,Hyderabad,Red,Second,Corporate,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0
Audi,A4 Premium Plus 40 TFSI,3742916,2015,1,Petrol,Manual,Delhi,Green,First,Dealer,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762.0,1847.0,1433.0,5.0,54.0
Hyundai,Creta 1.6 SX Plus AT Petrol,1378961,2014,50000,Petrol,Automatic,Mumbai,Blue,Second,Corporate,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Audi,Q3 35 TDI Premium + Sunroof,1791941,2004,84878,Diesel,Automatic,Nashik,Green,Second,Corporate,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385.0,1831.0,1608.0,5.0,64.0
Honda,Brio E MT,266953,2005,70000,Petrol,Manual,Dehradun,Black,First,Individual,,,,,,,,,
Maruti Suzuki,Swift VXi [2014-2017],560239,2008,64928,Petrol,Manual,Mumbai,Brown,Second,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Mercedes-Benz,S-Class Maybach S 500,11568385,2016,27000,Petrol,Manual,Delhi,Grey,Third,Corporate,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5453.0,1899.0,1498.0,4.0,70.0
Hyundai,Santro XO eRLX - Euro III,178933,2021,85000,Petrol,Automatic,Coimbatore,Green,Third,Dealer,1086 cc,63@5500,89@3000,,3565.0,1525.0,1590.0,5.0,35.0
BMW,X3 20d M Sport,4309152,2020,63651,Diesel,Automatic,Bangalore,Brown,Second,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657.0,1881.0,1678.0,5.0,67.0
Hyundai,Verna SX Plus 1.6 CRDi AT,1062810,2015,45915,Diesel,Automatic,Mumbai,Grey,Third,Dealer,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440.0,1729.0,1475.0,5.0,45.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],508188,2013,45000,Petrol,Automatic,Mumbai,Green,Second,Corporate,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Land Rover,Discovery Sport HSE Luxury 7-Seater,4184802,2012,50000,Diesel,Automatic,Karnal,Brown,Second,Corporate,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,65.0
Tata,Safari 2.2 EX 4x2,348784,2001,97000,Diesel,Manual,Ambala Cantt,Black,Third,Dealer,2179 cc,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,4655.0,1965.0,1922.0,7.0,55.0
BMW,X1 sDrive20d xLine,2182785,2007,77000,Diesel,Manual,Surat,Green,Second,Dealer,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,RWD,4454.0,2044.0,1545.0,5.0,63.0
Kia,Seltos HTK Plus 1.5 Diesel,1665991,2005,12000,Diesel,Manual,Raipur,Green,Third,Corporate,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1637.0,5.0,50.0
Maruti Suzuki,Estilo LXi BS-IV,231570,2012,62000,Petrol,Automatic,Bhopal,White,Third,Corporate,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1475.0,1595.0,5.0,35.0
Honda,City ZX CVT Petrol,1337978,2005,13000,Petrol,Manual,Delhi,Yellow,First,Individual,1497 cc,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mercedes-Benz,E-Class E 220 d Avantgarde,7946306,2022,13000,Diesel,Manual,Delhi,White,Third,Dealer,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Maruti Suzuki,Alto 800 Vxi (Airbag),335212,2018,40000,Petrol,Automatic,Deoghar,Grey,Third,Corporate,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Audi,Q5 35 TDI Premium Plus,3922439,2021,66000,Diesel,Manual,Chennai,Green,Third,Dealer,,,,,,,,,
Tata,Nexon XZA Plus Petrol,860624,2011,35000,Petrol,Manual,Chennai,Grey,First,Dealer,1198 cc,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0
Skoda,Superb L&K TSI AT,3136777,2014,6900,Petrol,Manual,Kolkata,Blue,Third,Corporate,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,4861.0,1864.0,1483.0,5.0,66.0
Maruti Suzuki,Swift VXi,345372,2021,68000,Petrol,Automatic,Mumbai,Yellow,Third,Corporate,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,Ciaz ZDi SHVS,625367,2007,61000,Diesel,Manual,Allahabad,Red,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,Ciaz VDi+ SHVS,731257,2018,82445,Diesel,Automatic,Hyderabad,Blue,Second,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,Wagon R VXi 1.2,572654,2017,50860,Petrol,Manual,Bangalore,Silver,Second,Dealer,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3655.0,1620.0,1675.0,5.0,32.0
Mercedes-Benz,E-Class E250 Elegance,978683,2007,78000,Petrol,Manual,Ludhiana,Yellow,Third,Dealer,2497 cc,204@6100,245@5000,RWD,4868.0,1854.0,1471.0,5.0,80.0
Volkswagen,Polo GT TSI,555561,2020,80852,Petrol,Automatic,Faridabad,Blue,Second,Dealer,1198 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,3970.0,1682.0,1453.0,5.0,45.0
Maruti Suzuki,Alto 800 Std,185850,2019,48000,Petrol,Automatic,Ranchi,Silver,First,Corporate,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,Alto VXi,269584,2013,82682,Petrol,Manual,Pune,Blue,First,Dealer,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0
Ford,Ecosport Titanium + 1.5L TDCi,645769,2013,81323,Diesel,Manual,Hyderabad,Blue,Third,Dealer,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3998.0,1765.0,1647.0,5.0,52.0
Maruti Suzuki,Alto VXi AMT,461142,2011,57993,Petrol,Automatic,Hyderabad,Brown,Third,Dealer,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0
Hyundai,Creta 1.6 SX Plus AT Petrol,1109715,2017,39000,Petrol,Automatic,Hyderabad,Red,Second,Dealer,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Maruti Suzuki,Alto 800 Lxi CNG,237985,2019,56843,CNG + CNG,Automatic,Navi Mumbai,Brown,Third,Dealer,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0
Honda,Jazz S,189029,2013,32000,Petrol,Automatic,Gurgaon,Yellow,First,Corporate,1198 cc,89 bhp @ 6200 rpm,110 Nm @ 4800 rpm,FWD,3900.0,1695.0,1535.0,5.0,42.0
Toyota,Innova 2.4 G 8 STR [2016-2017],2009115,2004,71000,Diesel,Manual,Mumbai,Silver,First,Corporate,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,8.0,55.0
Mahindra,XUV500 W8,687573,2004,83555,Diesel,Automatic,Hyderabad,Green,First,Corporate,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Honda,Brio S MT,316455,2001,66240,Petrol,Automatic,Jaipur,Grey,First,Dealer,,,,,,,,,
Hyundai,i20 Magna 1.2,282596,2003,40000,Petrol,Manual,Kolkata,Brown,First,Corporate,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995.0,1710.0,1505.0,5.0,45.0
